,Age,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,PassengerId,Survived,Sex,SibSp,Parch
0,-0.5776314595933767,-0.5024451714361923,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.6355104820525699,0.7868452935884461,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
2,-0.27434597418189005,-0.4888542575852486,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
3,0.4080463679939549,0.4207302360686478,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0
4,0.4080463679939549,-0.4863374216869257,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0
5,-0.49862559064368434,-0.47811642890864375,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0
6,1.8486524236985165,0.395813560675251,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
7,-2.09405888665081,-0.22408312108167944,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,3.0,1.0
8,-0.1985246028290184,-0.4242561406845337,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,2.0
9,-1.18420243041635,-0.04295550208861426,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0
10,-1.9424161439450667,-0.312172377522981,0.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,1.0
11,2.151937909110003,-0.11384570873513637,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
12,-0.7292742022991201,-0.4863374216869257,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0
13,0.7113318534054416,-0.01870931177853076,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,1.0,1.0,5.0
14,-1.18420243041635,-0.4902797934380587,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0
15,1.9244737950513882,-0.3262666585535892,0.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0
16,-2.09405888665081,-0.06199888922968463,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,4.0,1.0
17,0.07443233404131967,-0.3866707201133388,0.0,0.0,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0.0
18,0.10476088258246824,-0.2859972841804228,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0
19,-0.293301317020108,-0.5029485386158568,1.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0
20,0.4080463679939549,-0.12491978668775715,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0
21,0.33222499664108324,-0.3866707201133388,0.0,0.0,1.0,0.0,1.0,0.0,22.0,1.0,1.0,0.0,0.0
22,-1.1083810590634784,-0.4867562231804066,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,0.0
23,-0.12270323147614676,0.06635974158478332,0.0,0.0,1.0,1.0,0.0,0.0,24.0,1.0,1.0,0.0,0.0
24,-1.63913065853358,-0.22408312108167944,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,3.0,1.0
25,0.6355104820525699,-0.016444159470040135,0.0,0.0,1.0,0.0,0.0,1.0,26.0,1.0,0.0,1.0,5.0
26,-0.293301317020108,-0.5029485386158568,1.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0
27,-0.8050955736519917,4.647001076532463,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0.0,1.0,3.0,2.0
28,0.18816439107062718,-0.48977642625839407,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,0.0,0.0
29,-0.22885315137016696,-0.4894421904510968,0.0,0.0,1.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0
30,0.7871532247583132,-0.09027201697708476,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0
31,0.04349721452934795,2.301728820789,1.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0
32,0.006193099823735021,-0.49237782784290063,0.0,1.0,0.0,0.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0
33,2.7585088799329767,-0.43700743807979686,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0
34,-0.12270323147614676,1.0060617003323709,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,0.0
35,0.9387959674640565,0.39858208016340624,0.0,0.0,1.0,1.0,0.0,0.0,36.0,0.0,1.0,1.0,0.0
36,-0.31604772842596957,-0.5028639729296732,1.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,1.0,0.0,0.0
37,-0.6534528309462484,-0.4863374216869257,0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,1.0,0.0,0.0
38,-0.8809169450048634,-0.2859972841804228,0.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,0.0,2.0,0.0
39,-1.18420243041635,-0.42207354059350805,1.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,1.0,0.0
40,0.7871532247583132,-0.4576454924460446,0.0,0.0,1.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0,0.0
41,-0.1985246028290184,-0.22559322262067316,0.0,0.0,1.0,0.0,1.0,0.0,42.0,0.0,0.0,1.0,0.0
42,-0.22885315137016696,-0.4894421904510968,1.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,1.0,0.0,0.0
43,-2.018237515297938,0.18876253192945994,1.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,0.0,1.0,2.0
44,-0.8050955736519917,-0.48977642625839407,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0
45,-0.10753895720557247,-0.4863374216869257,0.0,0.0,1.0,0.0,0.0,1.0,46.0,0.0,1.0,0.0,0.0
46,-0.2515995627760285,-0.3363340021468808,0.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,1.0,1.0,0.0
47,0.006193099823735021,-0.49237782784290063,0.0,1.0,0.0,0.0,0.0,1.0,48.0,1.0,0.0,0.0,0.0
48,-0.7216920651638328,-0.21191774308354583,1.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,1.0,2.0,0.0
49,-0.8809169450048634,-0.29002422161773944,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0
50,-1.7149520298864516,0.1506737441786005,0.0,0.0,1.0,0.0,0.0,1.0,51.0,0.0,1.0,4.0,1.0
51,-0.6534528309462484,-0.4913710934835715,0.0,0.0,1.0,0.0,0.0,1.0,52.0,0.0,1.0,0.0,0.0
52,1.4695455669341582,0.8964967865378598,1.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,0.0,1.0,0.0
53,-0.04688186012327509,-0.12491978668775715,0.0,0.0,1.0,0.0,1.0,0.0,54.0,1.0,0.0,1.0,0.0
54,2.682687508580105,0.5995101505357573,1.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0,1.0
55,0.18816439107062718,0.06635974158478332,0.0,0.0,1.0,1.0,0.0,0.0,56.0,1.0,1.0,0.0,0.0
56,-0.6534528309462484,-0.43700743807979686,0.0,0.0,1.0,0.0,1.0,0.0,57.0,1.0,0.0,0.0,0.0
57,-0.08479254579971092,-0.5028639729296732,1.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,1.0,0.0,0.0
58,-1.866594772592195,-0.08968408411123653,0.0,0.0,1.0,0.0,1.0,0.0,59.0,1.0,0.0,1.0,2.0
59,-1.411666544474965,0.2958951755118318,0.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,1.0,5.0,2.0
60,-0.5776314595933767,-0.5028639729296732,1.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,1.0,0.0,0.0
61,0.6355104820525699,0.962353321387736,0.0,0.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0
62,1.1662600815226716,1.0323213593611125,0.0,0.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0
63,-1.9424161439450667,-0.08666388103324908,0.0,0.0,1.0,0.0,0.0,1.0,64.0,0.0,1.0,3.0,2.0
64,0.11992515685304252,-0.09027201697708476,1.0,0.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0
65,-0.1454496428820083,-0.3414522396297103,1.0,0.0,0.0,0.0,0.0,1.0,66.0,1.0,1.0,1.0,1.0
66,-0.04688186012327509,-0.43700743807979686,0.0,0.0,1.0,0.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0
67,-0.8050955736519917,-0.4841568350646187,0.0,0.0,1.0,0.0,0.0,1.0,68.0,0.0,1.0,0.0,0.0
68,-0.956738316357735,-0.4888542575852486,0.0,0.0,1.0,0.0,0.0,1.0,69.0,1.0,0.0,4.0,2.0
69,-0.27434597418189005,-0.47400492578514347,0.0,0.0,1.0,0.0,0.0,1.0,70.0,0.0,1.0,2.0,0.0
70,0.1805822539353399,-0.43700743807979686,0.0,0.0,1.0,0.0,1.0,0.0,71.0,0.0,1.0,0.0,0.0
71,-1.0325596877106067,0.2958951755118318,0.0,0.0,1.0,0.0,0.0,1.0,72.0,0.0,0.0,5.0,2.0
72,-0.6534528309462484,0.8314778546749452,0.0,0.0,1.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0,0.0
73,-0.27434597418189005,-0.3573908580066095,1.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,1.0,1.0,0.0
74,0.1805822539353399,0.48910360681684706,0.0,0.0,1.0,0.0,0.0,1.0,75.0,1.0,1.0,0.0,0.0
75,-0.35016734553476175,-0.494391296561559,0.0,0.0,1.0,0.0,0.0,1.0,76.0,0.0,1.0,0.0,0.0
76,-0.22885315137016696,-0.4894421904510968,0.0,0.0,1.0,0.0,0.0,1.0,77.0,0.0,1.0,0.0,0.0
77,-0.10753895720557247,-0.4863374216869257,0.0,0.0,1.0,0.0,0.0,1.0,78.0,0.0,1.0,0.0,0.0
78,-2.18276989113367,-0.06451572512800753,0.0,0.0,1.0,0.0,1.0,0.0,79.0,1.0,1.0,0.0,2.0
79,0.028939511229596572,-0.397241430886295,0.0,0.0,1.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,0.0
80,-0.5776314595933767,-0.46720946885967163,0.0,0.0,1.0,0.0,0.0,1.0,81.0,0.0,1.0,0.0,0.0
